concept,symbol
Gene_26578,OSTF1
Gene_26579,MYEOV
Gene_26580,BSCL2
Gene_26581,DUX5
Gene_26584,DUX1
Gene_26585,GREM1
Gene_26586,CKAP2
Gene_26589,MRPL46
Gene_26608,TBL2
Gene_26609,VCX
Gene_26610,ELP4
Gene_26648,OR7E24
Gene_26659,OR7A5
Gene_26664,OR7C1
Gene_26683,OR4F3
Gene_26692,OR2W1
Gene_26696,OR2T1
Gene_26707,OR2J2
Gene_26716,OR2H1
Gene_26735,OR1L3
Gene_26737,OR1L1
Gene_26740,OR1J2
Gene_26747,NUFIP1
Gene_26748,GAGE12I
Gene_26750,RPS6KC1
Gene_26751,SH3YL1
Gene_26762,HAVCR1
Gene_26765,SNORD12C
Gene_26766,RNU105C
Gene_26767,RNU105B
Gene_26768,SNORA73B
Gene_26769,SNORD81
Gene_26770,SNORD79
Gene_26771,SNORD102
Gene_26774,SNORD80
Gene_26778,SNORA70
Gene_26779,SNORA69
Gene_26780,SNORA68
Gene_26781,SNORA67
Gene_26782,SNORA66
Gene_26783,SNORA65
Gene_26784,SNORA64
Gene_26786,SNORD62A
Gene_26787,SNORD61
Gene_26788,SNORD60
Gene_26789,SNORD59A
Gene_26793,SNORD56
Gene_26795,SNORD54
Gene_26796,SNORD53
Gene_26798,SNORD51
Gene_26799,SNORD50A
Gene_26800,SNORD49A
Gene_26801,SNORD48
Gene_26802,SNORD47
Gene_26806,SNORD44
Gene_26807,SNORD43
Gene_26809,SNORD42A
Gene_26810,SNORD41
Gene_26811,SNORD55
Gene_26812,SNORD37
Gene_26816,SNORD35A
Gene_26817,SNORD34
Gene_26818,SNORD33
Gene_26819,SNORD32A
Gene_26820,SNORD24
Gene_26821,SNORA74A
Gene_26822,SNORD14A
Gene_26824,RNU11
Gene_26827,RNU6-1
Gene_26828,RNU5F-1
Gene_26830,RNU5D-1
Gene_26831,RNU5A-1
Gene_26832,RNU5B-1
Gene_26834,RNU4-2
Gene_26835,RNU4-1
Gene_26843,SNORD3P3
Gene_26851,SNORD3B-1
Gene_26869,RNU1-3
Gene_26870,RNU1-2
Gene_26871,RNU1-1
Gene_26872,STEAP1
Gene_26873,OPLAH
Gene_26952,SMR3A
Gene_26953,RANBP6
Gene_26958,COPG2
Gene_26959,HBP1
Gene_26960,NBEA
Gene_26973,CHORDC1
Gene_26984,SEC22A
Gene_26985,AP3M1
Gene_26986,PABPC1
Gene_26993,AKAP8L
Gene_26994,RNF11
Gene_26995,TRUB2
Gene_26996,GPR160
Gene_26998,FETUB
Gene_26999,CYFIP2
Gene_27000,DNAJC2
Gene_27005,USP21
Gene_27006,FGF22
Gene_27010,TPK1
Gene_27012,KCNV1
Gene_27013,CNPPD1
Gene_27018,BEX3
Gene_27019,DNAI1
Gene_27020,NPTN
Gene_27022,FOXD3
Gene_27023,FOXB1
Gene_27030,MLH3
Gene_27031,NPHP3
Gene_27032,ATP2C1
Gene_27033,ZBTB32
Gene_27034,ACAD8
Gene_27035,NOX1
Gene_27036,SIGLEC7
Gene_27037,TRMT2A
Gene_27039,PKD2L2
Gene_27040,LAT
Gene_27042,UTP25
Gene_27043,PELP1
Gene_27044,SND1
Gene_27063,ANKRD1
Gene_27065,NSG1
Gene_27067,STAU2
Gene_27068,PPA2
Gene_27069,GHITM
Gene_27071,DAPP1
Gene_27072,VPS41
Gene_27074,LAMP3
Gene_27075,TSPAN13
Gene_27076,LYPD3
Gene_27077,B9D1
Gene_27085,MTBP
Gene_27086,FOXP1
Gene_27087,B3GAT1
Gene_27089,UQCRQ
Gene_27090,ST6GALNAC4
Gene_27091,CACNG5
Gene_27092,CACNG4
Gene_27094,KCNMB3
Gene_27095,TRAPPC3
Gene_27097,TAF5L
Gene_27098,CLUL1
Gene_27101,CACYBP
Gene_27102,EIF2AK1
Gene_27107,ZBTB11
Gene_27111,SDCBP2
Gene_27112,NALF2
Gene_27113,BBC3
Gene_27115,PDE7B
Gene_27120,DKKL1
Gene_27121,DKK4
Gene_27122,DKK3
Gene_27123,DKK2
Gene_27124,INPP5J
Gene_27125,AFF4
Gene_27127,SMC1B
Gene_27128,CYTH4
Gene_27129,HSPB7
Gene_27130,INVS
Gene_27131,SNX5
Gene_27132,CPNE7
Gene_27133,KCNH5
Gene_27134,TJP3
Gene_27136,MORC1
Gene_27141,CIDEB
Gene_27143,PALD1
Gene_27145,FILIP1
Gene_27148,STK36
Gene_27151,CPAMD8
Gene_27152,INTU
Gene_27153,ZNF777
Gene_27154,BRPF3
Gene_27156,RSPH14
Gene_27158,NDOR1
Gene_27159,CHIA
Gene_27161,AGO2
Gene_27163,NAAA
Gene_27164,SALL3
Gene_27165,GLS2
Gene_27166,PRELID1
Gene_27173,SLC39A1
Gene_27175,TUBG2
Gene_27177,IL36B
Gene_27178,IL37
Gene_27179,IL36A
Gene_27180,SIGLEC9
Gene_27181,SIGLEC8
Gene_27183,VPS4A
Gene_27185,DISC1
Gene_27189,IL17C
Gene_27190,IL17B
Gene_27197,GPR82
Gene_27198,HCAR1
Gene_27199,OXGR1
Gene_27201,GPR78
Gene_27202,C5AR2
Gene_27229,TUBGCP4
Gene_27230,SERP1
Gene_27231,NMRK2
Gene_27232,GNMT
Gene_27233,SULT1C4
Gene_27235,COQ2
Gene_27236,ARFIP1
Gene_27237,ARHGEF16
Gene_27238,GPKOW
Gene_27239,GPR162
Gene_27240,SIT1
Gene_27241,BBS9
Gene_27242,TNFRSF21
Gene_27243,CHMP2A
Gene_27244,SESN1
Gene_27245,AHDC1
Gene_27246,RNF115
Gene_27247,NFU1
Gene_27248,ERLEC1
Gene_27249,MMADHC
Gene_27250,PDCD4
Gene_27252,KLHL20
Gene_27253,PCDH17
Gene_27254,CSDC2
Gene_27255,CNTN6
Gene_27257,LSM1
Gene_27258,LSM3
Gene_27283,TINAG
Gene_27284,SULT1B1
Gene_27285,TEKT2
Gene_27286,SRPX2
Gene_27287,VENTX
Gene_27288,RBMXL2
Gene_27289,RND1
Gene_27290,SPINK4
Gene_27291,R3HCC1L
Gene_27292,DIMT1
Gene_27293,SMPDL3B
Gene_27294,DHDH
Gene_27295,PDLIM3
Gene_27296,TP53TG5
Gene_27297,CRCP
Gene_27299,ADAMDEC1
Gene_27300,ZNF544
Gene_27301,APEX2
Gene_27302,BMP10
Gene_27303,RBMS3
Gene_27304,MOCS3
Gene_27306,HPGDS
Gene_27309,ZNF330
Gene_27314,RAB30
Gene_27315,PGAP2
Gene_27316,RBMX
Gene_27319,BHLHE22
Gene_27324,TOX3
Gene_27327,TNRC6A
Gene_27328,PCDH11X
Gene_27329,ANGPTL3
Gene_27330,RPS6KA6
Gene_27332,ZNF638
Gene_27333,GOLIM4
Gene_27334,P2RY10
Gene_27335,EIF3K
Gene_27336,HTATSF1
Gene_27338,UBE2S
Gene_27339,PRPF19
Gene_27340,UTP20
Gene_27341,RRP7A
Gene_27342,RABGEF1
Gene_27343,POLL
Gene_27344,PCSK1N
Gene_27345,KCNMB4
Gene_27346,TMEM97
Gene_27347,STK39
Gene_27348,TOR1B
Gene_27349,MCAT
Gene_27350,APOBEC3C
Gene_27351,DESI1
Gene_27352,SGSM3
Gene_27429,HTRA2
Gene_27430,MAT2B
Gene_27433,TOR2A
Gene_27434,POLM
Gene_27436,EML4
Gene_27443,CECR2
Gene_27445,PCLO
Gene_28227,PPP2R3B
Gene_28231,SLCO4A1
Gene_28232,SLCO3A1
Gene_28234,SLCO1B3
Gene_28316,CDH20
Gene_28511,NKIRAS2
Gene_28512,NKIRAS1
Gene_28513,CDH19
Gene_28514,DLL1
Gene_28951,TRIB2
Gene_28952,CCDC22
Gene_28954,REM1
Gene_28955,DEXI
Gene_28956,LAMTOR2
Gene_28957,MRPS28
Gene_28958,COA3
Gene_28959,TMEM176B
Gene_28960,DCPS
Gene_28962,OSTM1
Gene_28964,GIT1
Gene_28965,SLC27A6
Gene_28966,SNX24
Gene_28968,SLC6A16
Gene_28969,BZW2
Gene_28970,C11orf54
Gene_28971,AAMDC
Gene_28972,SPCS1
Gene_28973,MRPS18B
Gene_28976,ACAD9
Gene_28977,MRPL42
Gene_28978,TMEM14A
Gene_28981,IFT81
Gene_28982,FLVCR1
Gene_28983,TMPRSS11E
Gene_28984,RGCC
Gene_28985,MCTS1
Gene_28986,MAGEH1
Gene_28987,NOB1
Gene_28988,DBNL
Gene_28989,NTMT1
Gene_28990,ASTE1
Gene_28991,COMMD5
Gene_28992,MACROD1
Gene_28996,HIPK2
Gene_28998,MRPL13
Gene_28999,KLF15
Gene_29015,SLC43A3
Gene_29028,ATAD2
Gene_29035,HAPSTR1
Gene_29057,FAM156A
Gene_29058,TMEM230
Gene_29062,WDR91
Gene_29063,ZCCHC4
Gene_29066,ZC3H7A
Gene_29068,ZBTB44
Gene_29070,CCDC113
Gene_29071,C1GALT1C1
Gene_29072,SETD2
Gene_29074,MRPL18
Gene_29078,NDUFAF4
Gene_29079,MED4
Gene_29080,CCDC59
Gene_29081,METTL5
Gene_29082,CHMP4A
Gene_29085,PHPT1
Gene_29086,BABAM1
Gene_29087,THYN1
Gene_29088,MRPL15
Gene_29089,UBE2T
Gene_29090,TIMM21
Gene_29091,STXBP6
Gene_29093,MRPL22
Gene_29094,LGALSL
Gene_29095,ORMDL2
Gene_29097,CNIH4
Gene_29098,RANGRF
Gene_29099,COMMD9
Gene_29100,TMEM208
Gene_29101,SSU72
Gene_29102,DROSHA
Gene_29103,DNAJC15
Gene_29104,N6AMT1
Gene_29105,CFAP20
Gene_29106,SCG3
Gene_29107,NXT1
Gene_29108,PYCARD
Gene_29109,FHOD1
Gene_29110,TBK1
Gene_29113,C6orf15
Gene_29114,TAGLN3
Gene_29115,SAP30BP
Gene_29116,MYLIP
Gene_29117,BRD7
Gene_29118,DDX25
Gene_29119,CTNNA3
Gene_29121,CLEC2D
Gene_29122,PRSS50
Gene_29123,ANKRD11
Gene_29124,LGALS13
Gene_29125,C11orf21
Gene_29126,CD274
Gene_29127,RACGAP1
Gene_29128,UHRF1
Gene_29760,BLNK
Gene_29761,USP25
Gene_29763,PACSIN3
Gene_29765,TMOD4
Gene_29766,TMOD3
Gene_29767,TMOD2
Gene_29775,CARD10
Gene_29777,ABT1
Gene_29780,PARVB
Gene_29781,NCAPH2
Gene_29785,CYP2S1
Gene_29789,OLA1
Gene_29796,UQCR10
Gene_29799,YPEL1
Gene_29800,ZDHHC1
Gene_29801,ZDHHC8
Gene_29802,VPREB3
Gene_29803,REPIN1
Gene_29841,GRHL1
Gene_29842,TFCP2L1
Gene_29843,SENP1
Gene_29844,TFPT
Gene_29850,TRPM5
Gene_29851,ICOS
Gene_29855,UBN1
Gene_29880,ALG5
Gene_29881,NPC1L1
Gene_29882,ANAPC2
Gene_29883,CNOT7
Gene_29886,SNX8
Gene_29887,SNX10
Gene_29888,STRN4
Gene_29889,GNL2
Gene_29890,RBM15B
Gene_29893,PSMC3IP
Gene_29894,CPSF1
Gene_29895,MYL11
Gene_29896,TRA2A
Gene_29899,GPSM2
Gene_29901,SAC3D1
Gene_29903,CCDC106
Gene_29904,EEF2K
Gene_29906,ST8SIA5
Gene_29907,SNX15
Gene_29909,GPR171
Gene_29911,HOOK2
Gene_29914,UBIAD1
Gene_29915,HCFC2
Gene_29916,SNX11
Gene_29919,RMC1
Gene_29920,PYCR2
Gene_29922,NME7
Gene_29923,HILPDA
Gene_29924,EPN1
Gene_29925,GMPPB
Gene_29926,GMPPA
Gene_29927,SEC61A1
Gene_29928,TIMM22
Gene_29929,ALG6
Gene_29930,PCDHB1
Gene_29933,GPR132
Gene_29934,SNX12
Gene_29935,RPA4
Gene_29937,NENF
Gene_29940,DSE
Gene_29941,PKN3
Gene_29942,PURG
Gene_29943,PADI1
Gene_29944,PNMA3
Gene_29945,ANAPC4
Gene_29946,SERTAD3
Gene_29947,DNMT3L
Gene_29948,OSGIN1
Gene_29949,IL19
Gene_29950,SERTAD1
Gene_29951,PDZRN4
Gene_29952,DPP7
Gene_29953,TRHDE
Gene_29954,POMT2
Gene_29956,CERS2
Gene_29957,SLC25A24
Gene_29958,DMGDH
Gene_29959,NRBP1
Gene_29960,MRM2
Gene_29964,PRICKLE4
Gene_29965,CDIP1
Gene_29966,STRN3
Gene_29967,LRP12
Gene_29968,PSAT1
Gene_29969,MDFIC
Gene_29970,SCHIP1
Gene_29974,A1CF
Gene_29978,UBQLN2
Gene_29979,UBQLN1
Gene_29980,DONSON
Gene_29982,NRBF2
Gene_29984,RHOD
Gene_29985,SLC39A3
Gene_29986,SLC39A2
Gene_29988,SLC2A8
Gene_29990,PILRB
Gene_29991,OBP2A
Gene_29992,PILRA
Gene_29993,PACSIN1
Gene_29994,BAZ2B
Gene_29995,LMCD1
Gene_29997,NOP53
Gene_29998,BICRA
Gene_29999,FSCN3
Gene_30000,TNPO2
Gene_30001,ERO1A
Gene_30008,EFEMP2
Gene_30009,TBX21
Gene_30010,NXPH1
Gene_30011,SH3KBP1
Gene_30012,TLX3
Gene_30014,SPANXA1
Gene_30061,SLC40A1
Gene_30062,RAX
Gene_30811,HUNK
Gene_30812,SOX8
Gene_30813,VSX1
Gene_30814,PLA2G2E
Gene_30815,ST6GALNAC6
Gene_30816,ERVW-1
Gene_30817,ADGRE2
Gene_30818,KCNIP3
Gene_30819,KCNIP2
Gene_30820,KCNIP1
Gene_30827,CXXC1
Gene_30832,ZNF354C
Gene_30833,NT5C
Gene_30834,POLR1H
Gene_30835,CD209
Gene_30836,DNTTIP2
Gene_30837,SOCS7
Gene_30844,EHD4
Gene_30845,EHD3
Gene_30846,EHD2
Gene_30848,CTAG2
Gene_30849,PIK3R4
Gene_30850,CDR2L
Gene_30851,TAX1BP3
Gene_30968,STOML2
Gene_43847,KLK14
Gene_43849,KLK12
Gene_49854,ZBTB21
Gene_49855,SCAPER
Gene_49856,WRAP73
Gene_49860,CRNN
Gene_49861,CLDN20
Gene_50484,RRM2B
Gene_50485,SMARCAL1
Gene_50486,G0S2
Gene_50487,PLA2G3
Gene_50488,MINK1
Gene_50489,CD207
Gene_50506,DUOX2
Gene_50507,NOX4
Gene_50508,NOX3
Gene_50509,COL5A3
Gene_50511,SYCP3
Gene_50512,PODXL2
Gene_50515,CHST11
Gene_50604,IL20
Gene_50613,UBQLN3
Gene_50614,GALNT9
Gene_50615,IL21R
Gene_50616,IL22
Gene_50617,ATP6V0A4
Gene_50618,ITSN2
Gene_50619,DEF6
Gene_50624,CUZD1
Gene_50626,ZFTRAF1
Gene_50628,GEMIN4
Gene_50632,CALY
Gene_50636,ANO7
Gene_50640,PNPLA8
Gene_50649,ARHGEF4
Gene_50650,ARHGEF3
Gene_50651,SLC45A1
Gene_50674,NEUROG3
Gene_50700,RDH8
Gene_50717,DCAF8
Gene_50801,KCNK4
Gene_50804,MYEF2
Gene_50805,IRX4
Gene_50807,ASAP1
Gene_50808,AK3
Gene_50809,HP1BP3
Gene_50810,HDGFL3
Gene_50813,COPS7A
Gene_50814,NSDHL
Gene_50831,TAS2R3
Gene_50832,TAS2R4
Gene_50833,TAS2R16
Gene_50834,TAS2R1
Gene_50835,TAS2R9
Gene_50836,TAS2R8
Gene_50837,TAS2R7
Gene_50838,TAS2R13
Gene_50839,TAS2R10
Gene_50840,TAS2R14
Gene_50846,DHH
Gene_50848,F11R
Gene_50852,TRAT1
Gene_50853,VILL
Gene_50855,PARD6A
Gene_50856,CLEC4A
Gene_50859,SPOCK3
Gene_50861,STMN3
Gene_50862,RNF141
Gene_50863,NTM
Gene_50865,HEBP1
Gene_50937,CDON
Gene_50939,IMPG2
Gene_50940,PDE11A
Gene_50943,FOXP3
Gene_50944,SHANK1
Gene_50945,TBX22
Gene_50964,SOST
Gene_50999,TMED5
Gene_51000,SLC35B3
Gene_51001,MTERF3
Gene_51002,TPRKB
Gene_51003,MED31
Gene_51004,COQ6
Gene_51005,AMDHD2
Gene_51006,SLC35C2
Gene_51008,ASCC1
Gene_51009,DERL2
Gene_51010,EXOSC3
Gene_51012,PRELID3B
Gene_51013,EXOSC1
Gene_51014,TMED7
Gene_51015,ISOC1
Gene_51018,RRP15
Gene_51019,WASHC3
Gene_51020,HDDC2
Gene_51021,MRPS16
Gene_51022,GLRX2
Gene_51023,MRPS18C
Gene_51024,FIS1
Gene_51025,PAM16
Gene_51026,GOLT1B
Gene_51027,BOLA1
Gene_51028,VPS36
Gene_51029,DESI2
Gene_51030,TVP23B
Gene_51031,GLOD4
Gene_51032,CELA2B
Gene_51035,UBXN1
Gene_51042,ZNF593
Gene_51043,ZBTB7B
Gene_51046,ST8SIA3
Gene_51050,PI15
Gene_51052,PRLH
Gene_51053,GMNN
Gene_51056,LAP3
Gene_51057,WDPCP
Gene_51059,FAM135B
Gene_51060,TXNDC12
Gene_51061,TXNDC11
Gene_51062,ATL1
Gene_51063,CALHM2
Gene_51065,RPS27L
Gene_51066,SSUH2
Gene_51067,YARS2
Gene_51068,NMD3
Gene_51070,NOSIP
Gene_51071,DERA
Gene_51072,MEMO1
Gene_51073,MRPL4
Gene_51074,APIP
Gene_51075,TMX2
Gene_51076,CUTC
Gene_51077,FCF1
Gene_51078,THAP4
Gene_51079,NDUFA13
Gene_51081,MRPS7
Gene_51082,POLR1D
Gene_51083,GAL
Gene_51084,CRYL1
Gene_51085,MLXIPL
Gene_51086,TNNI3K
Gene_51087,YBX2
Gene_51088,KLHL5
Gene_51090,PLLP
Gene_51091,SEPSECS
Gene_51092,SIDT2
Gene_51094,ADIPOR1
Gene_51095,TRNT1
Gene_51096,UTP18
Gene_51098,IFT52
Gene_51099,ABHD5
Gene_51100,SH3GLB1
Gene_51101,ZC2HC1A
Gene_51102,MECR
Gene_51103,NDUFAF1
Gene_51105,PHF20L1
Gene_51106,TFB1M
Gene_51107,APH1A
Gene_51108,METTL9
Gene_51109,RDH11
Gene_51110,LACTB2
Gene_51111,KMT5B
Gene_51112,TRAPPC12
Gene_51114,ZDHHC9
Gene_51115,RMDN1
Gene_51116,MRPS2
Gene_51117,COQ4
Gene_51118,UTP11
Gene_51119,SBDS
Gene_51123,ZNF706
Gene_51124,IER3IP1
Gene_51125,GOLGA7
Gene_51126,NAA20
Gene_51127,TRIM17
Gene_51128,SAR1B
Gene_51129,ANGPTL4
Gene_51130,ASB3
Gene_51131,PHF11
Gene_51132,RLIM
Gene_51133,KCTD3
Gene_51134,CEP83
Gene_51135,IRAK4
Gene_51136,RNFT1
Gene_51138,COPS4
Gene_51141,INSIG2
Gene_51142,CHCHD2
Gene_51143,DYNC1LI1
Gene_51144,HSD17B12
Gene_51146,A4GNT
Gene_51147,ING4
Gene_51148,CERCAM
Gene_51149,MRNIP
Gene_51150,SDF4
Gene_51151,SLC45A2
Gene_51154,MRTO4
Gene_51155,JPT1
Gene_51156,SERPINA10
Gene_51157,ZNF580
Gene_51160,VPS28
Gene_51161,C3orf18
Gene_51162,EGFL7
Gene_51163,DBR1
Gene_51164,DCTN4
Gene_51166,AADAT
Gene_51167,CYB5R4
Gene_51168,MYO15A
Gene_51170,HSD17B11
Gene_51171,HSD17B14
Gene_51172,NAGPA
Gene_51174,TUBD1
Gene_51175,TUBE1
Gene_51176,LEF1
Gene_51177,PLEKHO1
Gene_51179,HAO2
Gene_51181,DCXR
Gene_51182,HSPA14
Gene_51184,GPN3
Gene_51185,CRBN
Gene_51186,TCEAL9
Gene_51187,RSL24D1
Gene_51188,SS18L2
Gene_51191,HERC5
Gene_51192,CKLF
Gene_51193,ZNF639
Gene_51194,IPO11
Gene_51195,RAPGEFL1
Gene_51196,PLCE1
Gene_51199,NIN
Gene_51200,CPA4
Gene_51201,ZDHHC2
Gene_51202,DDX47
Gene_51203,NUSAP1
Gene_51204,TACO1
Gene_51205,ACP6
Gene_51206,GP6
Gene_51207,DUSP13B
Gene_51208,CLDN18
Gene_51209,RAB9B
Gene_51213,LUZP4
Gene_51218,GLRX5
Gene_51222,ZNF219
Gene_51225,ABI3
Gene_51226,COPZ2
Gene_51227,PIGP
Gene_51228,GLTP
Gene_51230,PHF20
Gene_51231,VRK3
Gene_51232,CRIM1
Gene_51234,EMC4
Gene_51236,HGH1
Gene_51237,MZB1
Gene_51241,COX16
Gene_51244,CCDC174
Gene_51246,SHISA5
Gene_51247,PAIP2
Gene_51248,PDZD11
Gene_51249,TMEM69
Gene_51250,MTRES1
Gene_51251,NT5C3A
Gene_51253,MRPL37
Gene_51255,RNF181
Gene_51256,TBC1D7
Gene_51257,MARCHF2
Gene_51258,MRPL51
Gene_51259,TMEM216
Gene_51260,PBDC1
Gene_51265,CDKL3
Gene_51266,CLEC1B
Gene_51267,CLEC1A
Gene_51268,PIPOX
Gene_51270,TFDP3
Gene_51271,UBAP1
Gene_51272,BET1L
Gene_51274,KLF3
Gene_51277,DNAJC27
Gene_51278,IER5
Gene_51279,C1RL
Gene_51280,GOLM1
Gene_51282,SCAND1
Gene_51283,BFAR
Gene_51284,TLR7
Gene_51285,RASL12
Gene_51286,CEND1
Gene_51287,COA4
Gene_51289,RXFP3
Gene_51290,ERGIC2
Gene_51291,GMIP
Gene_51292,GMPR2
Gene_51293,CD320
Gene_51294,PCDH12
Gene_51295,ECSIT
Gene_51296,SLC15A3
Gene_51297,BPIFA1
Gene_51298,SPMAP2
Gene_51299,NRN1
Gene_51300,TIMMDC1
Gene_51301,GCNT4
Gene_51302,CYP39A1
Gene_51303,FKBP11
Gene_51304,ZDHHC3
Gene_51305,KCNK9
Gene_51306,FAM13B
Gene_51307,FAM53C
Gene_51308,REEP2
Gene_51309,ARMCX1
Gene_51310,SLC22A17
Gene_51311,TLR8
Gene_51312,SLC25A37
Gene_51313,GASK1B
Gene_51314,NME8
Gene_51316,PLAC8
Gene_51317,PHF21A
Gene_51319,RSRC1
Gene_51320,MEX3C
Gene_51321,AMZ2
Gene_51322,WAC
Gene_51324,SPG21
Gene_51326,ARL17A
Gene_51327,AHSP
Gene_51329,ARL6IP4
Gene_51330,TNFRSF12A
Gene_51332,SPTBN5
Gene_51333,ZNF771
Gene_51334,PRR16
Gene_51335,NGRN
Gene_51337,THEM6
Gene_51338,MS4A4A
Gene_51339,DACT1
Gene_51340,CRNKL1
Gene_51341,ZBTB7A
Gene_51343,FZR1
Gene_51347,TAOK3
Gene_51348,KLRF1
Gene_51350,KRT76
Gene_51351,ZNF117
Gene_51360,MBTPS2
Gene_51361,HOOK1
Gene_51362,CDC40
Gene_51363,CHST15
Gene_51364,ZMYND10
Gene_51365,PLA1A
Gene_51366,UBR5
Gene_51367,POP5
Gene_51371,POMP
Gene_51372,TMA7
Gene_51374,ATRAID
Gene_51375,SNX7
Gene_51377,UCHL5
Gene_51378,ANGPT4
Gene_51379,CRLF3
Gene_51380,CSAD
Gene_51382,ATP6V1D
Gene_51384,WNT16
Gene_51385,ZNF589
Gene_51386,EIF3L
Gene_51388,NIP7
Gene_51389,RWDD1
Gene_51390,AIG1
Gene_51393,TRPV2
Gene_51397,COMMD10
Gene_51398,WDR83OS
Gene_51399,TRAPPC4
Gene_51400,PPME1
Gene_51406,NOL7
Gene_51409,HEMK1
Gene_51411,BIN2
Gene_51412,ACTL6B
Gene_51421,AMOTL2
Gene_51422,PRKAG2
Gene_51426,POLK
Gene_51427,ZNF107
Gene_51428,DDX41
Gene_51429,SNX9
Gene_51430,SUCO
Gene_51433,ANAPC5
Gene_51434,ANAPC7
Gene_51435,SCARA3
Gene_51438,MAGEC2
Gene_51439,FAM8A1
Gene_51440,HPCAL4
Gene_51441,YTHDF2
Gene_51442,VGLL1
Gene_51444,RNF138
Gene_51447,IP6K2
Gene_51449,PCYOX1
Gene_51450,PRRX2
Gene_51451,LCMT1
Gene_51454,GULP1
Gene_51455,REV1
Gene_51458,RHCG
Gene_51460,SFMBT1
Gene_51463,GPR89B
Gene_51465,UBE2J1
Gene_51466,EVL
Gene_51473,DCDC2
Gene_51474,LIMA1
Gene_51475,CABP2
Gene_51477,ISYNA1
Gene_51478,HSD17B7
Gene_51479,ANKFY1
Gene_51480,VCX2
Gene_51481,VCX3A
Gene_51490,SPOUT1
Gene_51491,NOP16
Gene_51493,RTCB
Gene_51495,HACD3
Gene_51496,CTDSPL2
Gene_51497,NELFCD
Gene_51499,TRIAP1
Gene_51501,HIKESHI
Gene_51503,CWC15
Gene_51504,TRMT112
Gene_51506,UFC1
Gene_51510,CHMP5
Gene_51512,GTSE1
Gene_51513,ETV7
Gene_51514,DTL
Gene_51517,NCKIPSD
Gene_51520,LARS1
Gene_51522,TMEM14C
Gene_51523,CXXC5
Gene_51524,TMEM138
Gene_51527,GSKIP
Gene_51528,JKAMP
Gene_51529,ANAPC11
Gene_51530,ZC3HC1
Gene_51531,TRMO
Gene_51533,PHF7
Gene_51534,VTA1
Gene_51535,PPHLN1
Gene_51537,MTFP1
Gene_51538,ZCCHC17
Gene_51540,SCLY
Gene_51542,VPS54
Gene_51547,SIRT7
Gene_51548,SIRT6
Gene_51550,CINP
Gene_51552,RAB14
Gene_51554,ACKR4
Gene_51555,PEX5L
Gene_51557,LGSN
Gene_51559,NT5DC3
Gene_51560,RAB6B
Gene_51561,IL23A
Gene_51562,MBIP
Gene_51564,HDAC7
Gene_51566,ARMCX3
Gene_51567,TDP2
Gene_51569,UFM1
Gene_51571,CYRIB
Gene_51573,GDE1
Gene_51574,LARP7
Gene_51575,ESF1
Gene_51582,AZIN1
Gene_51585,PCF11
Gene_51586,MED15
Gene_51588,PIAS4
Gene_51592,TRIM33
Gene_51593,SRRT
Gene_51594,NBAS
Gene_51596,CUTA
Gene_51599,LSR
Gene_51601,LIPT1
Gene_51602,NOP58
Gene_51603,METTL13
Gene_51604,PIGT
Gene_51605,TRMT6
Gene_51606,ATP6V1H
Gene_51608,GET4
Gene_51611,DPH5
Gene_51614,ERGIC3
Gene_51616,TAF9B
Gene_51617,NSG2
Gene_51619,UBE2D4
Gene_51621,KLF13
Gene_51622,CCZ1
Gene_51626,DYNC2LI1
Gene_51629,SLC25A39
Gene_51631,LUC7L2
Gene_51633,OTUD6B
Gene_51634,RBMX2
Gene_51635,DHRS7
Gene_51637,RTRAF
Gene_51639,SF3B6
Gene_51642,MRPL48
Gene_51643,TMBIM4
Gene_51645,PPIL1
Gene_51646,YPEL5
Gene_51647,CIAO2B
Gene_51649,MRPS23
Gene_51651,PTRH2
Gene_51652,CHMP3
Gene_51654,CDK5RAP1
Gene_51655,RASD1
Gene_51657,STYXL1
Gene_51659,GINS2
Gene_51660,MPC1
Gene_51661,FKBP7
Gene_51663,ZFR
Gene_51665,ASB1
Gene_51666,ASB4
Gene_51667,NUB1
Gene_51668,IFT25
Gene_51669,SARAF
Gene_51673,TPPP3
Gene_51676,ASB2
Gene_51678,PALS2
Gene_51684,SUFU
Gene_51686,OAZ3
Gene_51690,LSM7
Gene_51691,LSM8
Gene_51692,CPSF3
Gene_51693,TRAPPC2L
Gene_51696,HECA
Gene_51699,VPS29
Gene_51700,CYB5R2
Gene_51701,NLK
Gene_51702,PADI3
Gene_51703,ACSL5
Gene_51704,GPRC5B
Gene_51705,EMCN
Gene_51706,CYB5R1
Gene_51710,ZNF44
Gene_51714,SELENOT
Gene_51715,RAB23
Gene_51719,CAB39
Gene_51720,UIMC1
Gene_51725,FBXO40
Gene_51726,DNAJB11
Gene_51727,CMPK1
Gene_51728,POLR3K
Gene_51729,WBP11
Gene_51733,UPB1
Gene_51734,MSRB1
Gene_51735,RAPGEF6
Gene_51738,GHRL
Gene_51741,WWOX
Gene_51742,ARID4B
Gene_51744,CD244
Gene_51747,LUC7L3
Gene_51750,RTEL1
Gene_51751,HIGD1B
Gene_51752,ERAP1
Gene_51754,TMEM8B
Gene_51755,CDK12
Gene_51759,C9orf78
Gene_51760,SYT17
Gene_51761,ATP8A2
Gene_51762,RAB8B
Gene_51763,INPP5K
